dataset_uuid,organization_uuid,name,description,access_level,license,metadata_created,metadata_modified,maintainer_email,maintainer_name,identifier
4df3f2bd-2e6c-40dd-beab-6d9e0703b541,f5f8d772-b48e-5309-97f1-3cb1d4a95720,Urban Social Services Trends 2022-2023,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2016-03-19 00:24:55,2022-08-20 01:40:24,data@hhs.gov,Open Data Team,urban-social-services-trends-2022-2023-4df3f2bd
c6f73d9b-f279-46a7-83a2-5f7d9423fc8f,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Health Monitoring Records 2021,This dataset contains health data collected by federal agencies. It covers key indicators relevant to health monitoring records 2021 and is updated periodically.,public,U.S. Government Work,2017-01-31 05:51:08,2020-05-09 22:49:29,data@faa.gov,Statistics Division,health-monitoring-records-2021-c6f73d9b
543fb4c4-6055-4b24-ae73-181ca3e948a0,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Housing Indicators Dashboard,Federal dataset for housing indicators dashboard. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2019-09-17 20:21:17,2020-09-11 11:27:56,opendata@records.nyc.gov,Open Data Team,housing-indicators-dashboard-543fb4c4
2f5e8b05-c9d4-4ddf-a858-2e88bd72eeee,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,National Health Inventory 2015,Federal dataset for national health inventory 2015. Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons Attribution,2010-11-24 10:42:18,2021-09-19 14:38:45,femadata@fema.dhs.gov,OpenFEMA,national-health-inventory-2015-2f5e8b05
a5eb6ac2-805f-4852-9b53-2641614b1af1,1cfe6182-d24e-55cd-bf9c-ed4571e81522,State-Level Demographics Trends 2022-2023,This dataset contains demographics data collected by federal agencies. It covers key indicators relevant to state-level demographics trends 2022-2023 and is updated periodically.,public,Creative Commons CCZero,2020-09-07 00:09:54,2023-05-29 21:50:28,opendata@records.nyc.gov,Open Data Team,state-level-demographics-trends-2022-2023-a5eb6ac2
858346df-3cbe-4453-81f5-cab85aaf5efd,47f1c7c4-b955-570a-95c9-c989daae1511,National Park Service Education Dataset 2018,Comprehensive education statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Creative Commons Attribution,2014-06-19 10:41:17,2021-05-26 03:01:47,data@who.int,Global Data,national-park-service-education-dataset-2018-858346df
5452563c-0efa-4423-a5e9-74d0b097d718,b5e19456-28d5-581c-bf70-d015b6f89c34,National Oceanic and Housing Dataset 2023,"Open government dataset providing detailed housing information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2015-01-26 05:57:45,2022-06-30 02:51:43,data@federalreserve.gov,Research Data,national-oceanic-and-housing-dataset-2023-5452563c
7ce71a1e-1ebd-4993-9b41-dd5b57994282,055bfdfa-c4cf-5c04-98fc-353d22c8f47d,County-Level Water Survey Results,"Open government dataset providing detailed water information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2018-11-19 04:15:50,2022-10-08 00:23:35,data@epa.gov,Data Governance,county-level-water-survey-results-7ce71a1e
8a6daf24-2e4d-48a9-9110-549e50963417,81a78c8e-2f45-5900-9dc6-29316659f33a,World Health Organization Open Data: Business,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2010-10-30 04:20:41,2020-05-31 14:29:43,opa@ssa.gov,Open Data,world-health-organization-open-data-business-8a6daf24
23a5ab04-b9ef-4962-9347-3055d2c19a5b,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,Annual Social Services Report - U.S. Geological Survey,This dataset contains social services data collected by federal agencies. It covers key indicators relevant to annual social services report - u.s. geological survey and is updated periodically.,public,Creative Commons CCZero,2017-02-14 17:17:08,2023-07-04 09:39:34,cdcinfo@cdc.gov,Public Health Data,annual-social-services-report-u-s-geological-survey-23a5ab04
45b549fd-123f-4dfa-8436-fbb295e4e1ef,05cef825-2b53-52ec-98ae-1232be6a74a7,Federal Housing Database 2016,"Open government dataset providing detailed housing information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2017-03-02 00:31:56,2023-07-08 17:18:41,nasa-data@nasa.gov,Data Services,federal-housing-database-2016-45b549fd
ff84c02f-fd9e-499c-b61f-f0c0f8d5dde3,33a3d471-d1cf-551f-ad4f-b99ae751c997,Federal Housing Database 2012,"Open government dataset providing detailed housing information. Suitable for academic research, journalism, and data science applications.",public,U.S. Government Work,2019-08-30 22:20:46,2024-10-28 11:25:08,blsdata@bls.gov,Data Policy,federal-housing-database-2012-ff84c02f
a0fb2d33-c8d3-4eff-a389-bda4870cf200,ce969544-a876-5089-a4f4-33b84dbb3aea,Federal Emergency Management Open Data: Demographics,Comprehensive demographics statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2019-02-15 10:59:36,2024-01-16 10:12:48,gs-w_data@usgs.gov,Data Management,federal-emergency-management-open-data-demographics-a0fb2d33
20ab6c4a-b2ec-45af-8887-c17e581c8bbe,28fe1fbe-4f76-5fb3-b3a6-ded13e2faa90,National Climate Inventory 2017,This dataset contains climate data collected by federal agencies. It covers key indicators relevant to national climate inventory 2017 and is updated periodically.,public,Open Data Commons Public Domain,2019-11-24 20:43:30,2021-08-08 17:00:54,cdcinfo@cdc.gov,Public Health Data,national-climate-inventory-2017-20ab6c4a
7463ceea-9291-4306-a1a4-8e65d5f3107b,f702af7c-3b01-5abd-8846-78fd4f1787b2,Coastal Social Services Trends 2014-2015,"Open government dataset providing detailed social services information. Suitable for academic research, journalism, and data science applications.",public,Open Data Commons Public Domain,2017-08-18 19:07:08,2020-07-17 12:23:50,nihod@nih.gov,Open Data Office,coastal-social-services-trends-2014-2015-7463ceea
ba806110-c623-4709-b86f-3deacfa645b3,78eb6bf4-8b08-5c00-8a7c-d4031db1b218,State-Level Transportation Trends 2017-2018,"Open government dataset providing detailed transportation information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2016-10-19 16:08:20,2023-06-09 10:10:25,opendata@state.ca.gov,CDT Open Data,state-level-transportation-trends-2017-2018-ba806110
c29e3a3b-c249-469a-9bd6-40a65d9afa4d,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Science & Research Statistics by Rural (2019),This dataset contains science & research data collected by federal agencies. It covers key indicators relevant to science & research statistics by rural (2019) and is updated periodically.,public,Creative Commons CCZero,2012-12-23 20:50:49,2023-03-30 18:14:46,nps_data@nps.gov,Data Management,science-research-statistics-by-rural-2019-c29e3a3b
ed16a813-8543-4b3f-ab7b-ad0391639462,3eaccee0-381b-5fbe-af5a-5522264844df,Urban Finance Survey Results,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Other (Open),2018-09-10 19:58:30,2024-11-22 23:46:03,data@dol.gov,Chief Data Officer,urban-finance-survey-results-ed16a813
a67c796a-de0a-42c2-bd57-028cba15daec,edd359ae-a154-5e6e-9317-3a7cab6d8290,National Water Inventory 2019,"Open government dataset providing detailed water information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2012-02-27 07:17:35,2021-09-03 07:19:49,fws_data@fws.gov,Geospatial Services,national-water-inventory-2019-a67c796a
c3e7760b-a716-49b8-a22e-eac1877c6529,edd359ae-a154-5e6e-9317-3a7cab6d8290,Demographics Indicators Dashboard,"Open government dataset providing detailed demographics information. Suitable for academic research, journalism, and data science applications.",public,Creative Commons CCZero,2013-04-04 01:18:45,2020-06-10 11:59:28,fws_data@fws.gov,Geospatial Services,demographics-indicators-dashboard-c3e7760b
e1e9d3a0-e7d4-43ab-866c-c8d96acb9d8c,d4c3c80c-8abd-5cd3-8818-8b5b10f5f257,Labor Statistics by Urban (2020),Federal dataset for labor statistics by urban (2020). Includes historical records and current measurements across multiple geographic regions.,public,Creative Commons CCZero,2012-07-13 20:14:03,2020-07-24 13:21:45,nps_data@nps.gov,Data Management,labor-statistics-by-urban-2020-e1e9d3a0
e907dd2c-9c10-4729-86a8-1806a9ed1b04,7b30979e-2805-5bdb-b8d7-7122baf8a47b,Science & Research Statistics by Regional (2024),This dataset contains science & research data collected by federal agencies. It covers key indicators relevant to science & research statistics by regional (2024) and is updated periodically.,restricted public,Creative Commons CCZero,2017-04-25 18:14:34,2024-02-21 23:54:59,data@faa.gov,Statistics Division,science-research-statistics-by-regional-2024-e907dd2c
207c4580-0c0e-48bf-bbb2-072a8def8c96,b9c8c37c-1d4c-5321-99f8-66b7c4a96293,National Energy Inventory 2017,Comprehensive energy statistics for research and policy analysis. Data sourced from official government records and surveys.,restricted public,Open Data Commons Public Domain,2015-11-18 15:56:08,2024-10-08 16:29:17,femadata@fema.dhs.gov,OpenFEMA,national-energy-inventory-2017-207c4580
ba40d97e-4d16-4be2-8a53-e1c51f528980,ce969544-a876-5089-a4f4-33b84dbb3aea,Coastal Criminal Justice Survey Results,This dataset contains criminal justice data collected by federal agencies. It covers key indicators relevant to coastal criminal justice survey results and is updated periodically.,public,U.S. Government Work,2019-08-08 20:57:25,2024-08-20 13:32:20,gs-w_data@usgs.gov,Data Management,coastal-criminal-justice-survey-results-ba40d97e
fe826104-3dc7-4832-8aac-ebc3bda2844a,a9817270-ab22-5d9a-bb87-c241b4039796,National Geospatial Inventory 2015,Comprehensive geospatial statistics for research and policy analysis. Data sourced from official government records and surveys.,public,U.S. Government Work,2016-07-13 23:36:00,2021-06-19 20:23:44,eddata@ed.gov,Data Quality Group,national-geospatial-inventory-2015-fe826104
3afb6942-788e-446c-89fe-19e2cded10f6,b5e19456-28d5-581c-bf70-d015b6f89c34,Federal Finance Database 2015,Comprehensive finance statistics for research and policy analysis. Data sourced from official government records and surveys.,public,License Not Specified,2017-11-15 17:58:30,2024-03-31 17:51:42,data@federalreserve.gov,Research Data,federal-finance-database-2015-3afb6942
c5107efb-ca50-480c-be0c-df843755f0d3,edd359ae-a154-5e6e-9317-3a7cab6d8290,Federal Social Services Database 2018,Federal dataset for federal social services database 2018. Includes historical records and current measurements across multiple geographic regions.,public,Other (Open),2011-11-05 10:54:33,2022-06-23 03:43:13,fws_data@fws.gov,Geospatial Services,federal-social-services-database-2018-c5107efb
70b5752c-9adb-4c88-9a89-470ec1ee348b,f702af7c-3b01-5abd-8846-78fd4f1787b2,Regional Public Safety Survey Results,This dataset contains public safety data collected by federal agencies. It covers key indicators relevant to regional public safety survey results and is updated periodically.,non-public,Creative Commons Attribution,2010-07-05 13:22:44,2020-05-10 17:03:59,nihod@nih.gov,Open Data Office,regional-public-safety-survey-results-70b5752c
32ab298d-d542-4620-bb9c-64ee4fcb400b,1cfe6182-d24e-55cd-bf9c-ed4571e81522,Centers for Disease Open Data: Business,"Open government dataset providing detailed business information. Suitable for academic research, journalism, and data science applications.",public,Other (Open),2014-03-19 02:43:42,2024-11-26 17:08:41,opendata@records.nyc.gov,Open Data Team,centers-for-disease-open-data-business-32ab298d
cc54a24c-655f-4627-b101-fcf3868cda18,2e700355-61d6-530f-b2ef-15217fcfd96f,County-Level Elections Trends 2016-2017,This dataset contains elections data collected by federal agencies. It covers key indicators relevant to county-level elections trends 2016-2017 and is updated periodically.,public,License Not Specified,2012-10-10 14:22:09,2021-07-18 06:59:56,dataportal@cityofchicago.org,Data Analytics,county-level-elections-trends-2016-2017-cc54a24c
84b41206-7b28-4eb3-9115-054300d37419,33a3d471-d1cf-551f-ad4f-b99ae751c997,Weather Statistics by National (2013),"Open government dataset providing detailed weather information. Suitable for academic research, journalism, and data science applications.",public,License Not Specified,2014-07-06 14:14:34,2021-03-20 01:08:32,blsdata@bls.gov,Data Policy,weather-statistics-by-national-2013-84b41206
af17cd57-72ae-458f-a2e4-14dd7b75094b,3eaccee0-381b-5fbe-af5a-5522264844df,Science & Research Statistics by Coastal (2018),Federal dataset for science & research statistics by coastal (2018). Includes historical records and current measurements across multiple geographic regions.,public,Open Data Commons Public Domain,2019-11-13 23:58:11,2023-07-06 21:27:35,data@dol.gov,Chief Data Officer,science-research-statistics-by-coastal-2018-af17cd57
123f6899-4240-4b99-bff9-82805434120b,b5e19456-28d5-581c-bf70-d015b6f89c34,National Labor Inventory 2023,Comprehensive labor statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2019-01-14 14:58:03,2023-02-25 13:26:35,data@federalreserve.gov,Research Data,national-labor-inventory-2023-123f6899
25c0a556-2c1c-4739-88b6-5c1663e1dc19,17eef301-f812-5976-9a91-c4ccbb932885,Federal Public Safety Database 2019,Comprehensive public safety statistics for research and policy analysis. Data sourced from official government records and surveys.,public,Open Data Commons Public Domain,2019-10-19 02:12:51,2024-04-08 18:46:42,dot.data@dot.gov,Data Services,federal-public-safety-database-2019-25c0a556
223fffc5-c439-4df6-8dd1-23261bdef5ca,6b76e51e-5b5d-51f2-9f78-a250748c003b,City-Level Demographics Trends 2015-2016,Federal dataset for city-level demographics trends 2015-2016. Includes historical records and current measurements across multiple geographic regions.,public,License Not Specified,2014-04-09 14:34:41,2022-01-05 09:16:23,opendata@hq.doe.gov,OpenData Program,city-level-demographics-trends-2015-2016-223fffc5
